Time,aX,aY,aZ,gX,gY,gZ,Prs,mX,mY,mZ,state
2.196,0.238281,-0.277344,3.888184,2.128603045,2.37745303,-45.04434655,99528.9978,0.013413,0.150881,0.624545,1
2.206,0.248047,-0.3125,3.856934,1.701774045,2.31647703,-44.19069055,99521.0022,0.012527,0.148223,0.633514,1
2.216,0.240723,-0.292969,3.847168,1.031042045,0.97501403,-43.33702955,99488.0005,0.011364,0.149792,0.636829,1
2.226,0.241699,-0.272949,3.827637,0.604213045,0.36525803,-42.54434655,99471.9971,0.006093,0.154318,0.630295,1
2.236,0.230469,-0.263672,3.810547,0.177383045,-0.67132797,-41.99556455,99455.9998,0.027344,0.14491,0.625421,1
2.246,0.233887,-0.250977,3.775879,-0.188469955,-1.52498597,-41.32483355,99454.9988,0.009997,0.151576,0.631024,1
2.256,0.213867,-0.254395,3.71875,-1.529933955,-3.11035197,-40.34922555,99422.998,0.00427,0.155782,0.631135,1
2.266,0.203125,-0.250977,3.65625,-1.834811955,-3.90303497,-39.61751655,99427.002,0.004027,0.156503,0.636125,1
2.276,0.186523,-0.243652,3.590332,-2.200664955,-4.75669397,-38.88581155,99415.0024,0.002875,0.153685,0.634614,1
2.286,0.182617,-0.258301,3.46875,-2.078713955,-4.81766897,-38.45898155,99402.002,0.013147,0.155868,0.621792,1
2.296,0.162109,-0.22998,3.308105,-2.566518955,-5.97620597,-37.84922555,99390.0024,0.001853,0.158027,0.632832,1
2.306,0.151855,-0.209473,3.109863,-3.115298955,-6.89083997,-37.17849455,99348.999,0.012995,0.151844,0.626206,1
2.316,0.131348,-0.250488,-0.000488,0.970066045,-0.54937697,0.321507455,99340.9973,0.00091,0.158128,0.631153,1
2.326,0.113281,-0.192383,2.61084,-3.968957955,-8.41522997,-36.32483355,99323.999,-0.006686,0.16374,0.632719,1
2.336,0.111328,-0.15918,2.442871,-3.664079955,-8.78108397,-36.20288155,99336.9995,0.01162,0.152037,0.626431,1
2.346,0.039551,-0.138184,2.274414,-4.090908955,-9.39083997,-35.59312555,99266.9983,-0.005573,0.156197,0.630977,1
2.356,0.005371,-0.133301,2.100098,-4.273835955,-9.81766897,-35.28825055,99275,-0.009873,0.16466,0.636184,1
2.366,0.007324,-0.156738,1.827637,-4.395786955,-9.75669297,-35.10532055,99263.0005,-0.008,0.159957,0.6365,1
2.376,-0.020996,-0.14209,1.435059,-4.517737955,-10.36644997,-34.80044255,99263.0005,-0.010987,0.159801,0.638669,1
2.387,-0.040039,-0.100586,0.991211,-4.700665955,-10.30547497,-34.73946855,99254.9988,0.00275,0.156126,0.622301,1
2.397,0.049316,-0.139648,0.680664,-4.334811955,-10.24449897,-34.80044255,99226.001,-0.01357,0.159291,0.636283,1
2.407,-0.044922,-0.123047,0.386719,-5.066518955,-10.06157197,-34.61751655,99202.002,-0.020075,0.165909,0.637441,1
2.417,-0.01123,0.038086,0.214844,-5.676274955,-10.36644997,-34.67849455,99184.9976,-0.019242,0.164885,0.640345,1
2.427,-0.013672,-0.15332,0.07373,-6.042128955,-9.75669297,-34.31263855,99177.002,-0.01955,0.158534,0.638831,1
2.437,-0.029785,-0.130859,-0.03125,-6.956762955,-9.39083997,-34.55654255,99165.0024,-0.010314,0.16736,0.622635,1
2.447,0.092773,0.081055,-0.099609,-7.627494955,-10.12254797,-34.43459055,99169.0002,-0.022666,0.167385,0.632846,1
2.457,-0.025391,-0.000488,-0.158691,-8.176274955,-9.51279097,-34.31263855,99115.0024,-0.024882,0.165212,0.638406,1
2.467,0.018066,-0.063477,-0.225586,-7.444567955,-8.23230397,-33.39800355,99078.9978,-0.029003,0.167842,0.638105,1
2.477,-0.382812,-0.143066,-0.317871,-5.676274955,-8.96401097,-33.03215155,99058.0017,-0.030793,0.171158,0.635319,1
2.487,-0.013672,0.015625,-0.259277,-2.749445955,-7.98840097,-32.97117755,99033.0017,-0.013675,0.16163,0.628714,1
2.497,-0.141113,0.024414,-0.279785,-1.042128955,-7.50059597,-33.45898155,99009.0027,-0.029772,0.16648,0.632295,1
2.507,-0.210938,0.098145,-0.262207,-0.798225955,-7.37864497,-34.73946855,98992.9993,-0.035179,0.171061,0.63574,1
2.517,-0.014648,0.066895,-0.271973,-0.493347955,-6.70791297,-33.58093355,98992.9993,-0.033635,0.165512,0.638265,1
2.527,-0.296875,0.021973,-0.234863,-1.164079955,-7.25669397,-34.37361655,98979.9988,-0.03657,0.166282,0.639084,1
2.537,-0.284668,0.10791,-0.200684,-2.810421955,-9.75669297,-35.22727255,98955.9998,-0.02329,0.17038,0.626935,1
2.547,-0.203613,0.07666,-0.242676,-3.359201955,-10.00059697,-36.20288155,98927.002,-0.037974,0.167632,0.633276,1
2.557,-0.280762,-0.008301,-0.250488,-3.542128955,-10.30547497,-36.81263855,98919.0002,-0.040014,0.168008,0.639221,1
2.567,-0.150391,0.071777,-0.269531,-2.444567955,-7.92742497,-36.99556455,98919.0002,-0.044164,0.172111,0.633812,1
2.577,-0.175293,0.037109,-0.272949,-1.834811955,-6.46401097,-36.75166455,98894.0002,-0.043154,0.168461,0.636892,1
2.587,-0.289062,0.033203,-0.268555,-0.859201955,-6.22010897,-36.62971255,98885.9985,-0.026884,0.161895,0.628315,2
2.597,-0.308105,0.068359,-0.251465,0.055432045,-5.67132797,-37.66629855,98865.9973,-0.045618,0.16774,0.630379,2
2.607,-0.336914,0.034668,-0.252441,-0.188469955,-6.52498597,-38.64190755,98845.0012,-0.050438,0.170625,0.6374,2
2.617,-0.30127,0.047852,-0.275391,-0.493347955,-6.40303497,-39.12971255,98845.0012,-0.048573,0.166996,0.640432,2
2.627,-0.257812,0.07959,-0.281738,-0.249445955,-5.42742497,-39.98337255,98820.0012,-0.05282,0.167876,0.637902,2
2.637,-0.253418,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,98823.999,-0.039457,0.163677,0.625408,2
2.647,-0.320312,0.050293,-0.28125,0.726164045,-2.56157197,-40.95898155,98803.9978,-0.051743,0.162563,0.632843,2
2.657,-0.337402,0.09668,-0.279297,1.274944045,-2.80547397,-41.38581155,98766.9983,-0.037276,0.163907,0.63062,2
2.667,-0.344238,0.074219,-0.283691,1.335920045,-3.04937697,-41.87361655,98775,-0.054814,0.167858,0.62678,2
2.677,-0.270996,0.075684,-0.285156,2.067627045,-1.70791297,-42.72727255,98734.0027,-0.056837,0.163822,0.635785,2
2.687,-0.261719,0.068848,-0.28418,1.884701045,-0.85425497,-43.39800355,98726.001,-0.043235,0.162974,0.622694,2
2.697,-0.303711,0.008789,-0.289062,2.128603045,-0.06157197,-43.76385955,98694.0002,-0.049107,0.167955,0.626873,2
2.707,-0.299805,-0.001465,-0.000488,0.970066045,-0.54937697,0.321507455,98694.0002,-0.040904,0.156768,0.626214,2
2.717,-0.272461,0.089844,-0.278809,3.043237045,0.85306203,-44.80044255,98680.9998,-0.058304,0.163583,0.636252,2
2.727,-0.271484,-0.012695,-0.284668,3.287140045,0.97501403,-45.04434655,98680.9998,-0.048432,0.164287,0.6228,2
2.737,-0.236328,-0.007324,-0.283691,2.860310045,1.70672103,-45.34922555,98657.0007,-0.048355,0.158671,0.622467,2
2.747,-0.23877,0.04834,-0.282227,2.921286045,2.37745303,-45.65410355,98610.9985,-0.057972,0.159571,0.634945,2
2.757,-0.327148,-0.047852,-0.288086,3.470066045,3.35306303,-46.08093355,98623.999,-0.066373,0.164779,0.634894,2
2.767,-0.272461,-0.016602,-0.28125,3.713969045,3.53598903,-46.32483355,98610.9985,-0.064045,0.158889,0.639156,2
2.777,-0.223633,0.024902,-0.275391,3.713969045,3.59696503,-46.56873755,98575,-0.062196,0.156185,0.640097,2
2.787,-0.186035,-0.012695,-0.28418,3.348115045,4.20672103,-46.87361655,98565.9973,-0.051758,0.160301,0.628888,2
2.797,-0.224609,-0.120605,-0.287109,3.287140045,4.87745303,-47.05654255,98575,-0.064286,0.15867,0.630094,2
2.807,-0.19043,-0.080566,-0.282715,3.043237045,5.30428203,-46.81263855,98553.9978,-0.066429,0.157258,0.638986,2
2.817,-0.184082,-0.060547,-0.279785,3.104213045,5.24330703,-47.05654255,98538.0005,-0.069848,0.160789,0.638639,2
2.827,-0.17334,-0.135254,-0.280762,2.921286045,5.06037903,-47.17849455,98525,-0.070514,0.156519,0.638546,2
2.837,-0.106445,-0.130371,-0.282227,2.799335045,5.12135503,-47.05654255,98516.9983,-0.05263,0.151532,0.624397,2
2.847,-0.106934,-0.086426,-0.285156,2.799335045,6.21891603,-47.05654255,98476.001,-0.069886,0.155964,0.633132,2
2.857,-0.131836,-0.114258,-0.286133,2.372505045,6.27989203,-46.81263855,98464.0015,-0.073829,0.161713,0.634943,2
2.867,-0.106934,-0.146484,-0.284668,1.762749045,5.91403803,-46.44678555,98434.9976,-0.068539,0.154635,0.642698,2
2.877,-0.077148,-0.118652,-0.281738,2.250554045,6.64574603,-46.32483355,98427.002,-0.071412,0.153253,0.637407,2
2.887,-0.077637,-0.115234,-0.282227,1.823725045,6.21891603,-45.95898155,98419.0002,-0.059097,0.151547,0.627249,2
2.897,-0.043457,-0.121582,-0.284668,1.518847045,5.67013603,-45.65410355,98390.0024,-0.0682,0.151727,0.637575,2
2.907,-0.025879,-0.130859,-0.283691,1.152993045,5.91403803,-45.34922555,98378.0029,-0.072061,0.153739,0.641219,2
2.917,-0.023438,-0.098145,-0.279297,0.909091045,5.73111103,-44.92239455,98378.0029,-0.075426,0.158748,0.637553,2
2.927,-0.009277,-0.126465,-0.277832,0.177383045,5.06037903,-44.37361655,98378.0029,-0.070697,0.152677,0.641421,2
2.937,0.010254,-0.124023,-0.274902,0.360310045,5.42623303,-44.12971255,98340.9973,-0.059293,0.149562,0.627236,2
2.947,-0.000977,-0.125488,-0.278809,-0.127494955,4.75550203,-43.45898155,98353.0029,-0.076836,0.156294,0.631418,2
2.957,0.02832,-0.094727,-0.276367,-0.005542955,4.69452603,-42.91019955,98315.9973,-0.073346,0.153116,0.641257,2
2.967,0.039551,-0.10498,-0.277832,-0.066518955,4.75550203,-42.42239455,98315.9973,-0.075745,0.150868,0.642069,2
2.977,0.038086,-0.114746,-0.280762,-0.432372955,4.20672103,-41.87361655,98291.9983,-0.078533,0.154161,0.63748,2
2.988,0.049805,-0.107422,-0.280273,-0.798225955,3.77989203,-41.32483355,98266.9983,-0.059442,0.143913,0.630781,2
2.998,0.041992,-0.123047,-0.27832,-0.554323955,4.08477003,-40.71507755,98251.001,-0.075987,0.150035,0.634915,2
3.008,0.057617,-0.116699,-0.275879,-0.676274955,3.90184303,-39.98337255,98229.9988,-0.080863,0.156013,0.636157,2
3.018,0.076172,-0.089844,-0.275391,-0.737250955,3.47501403,-39.43459055,98229.9988,-0.075702,0.149804,0.641757,2
3.028,0.066406,-0.098633,-0.275391,-0.676274955,3.47501403,-38.88581155,98202.002,-0.078533,0.149509,0.642449,2
3.038,0.087891,-0.09375,-0.276855,-1.225055955,2.86525803,-38.33702955,98192.9993,-0.066305,0.151456,0.626145,2
3.048,0.07959,-0.090332,-0.273438,-1.529933955,2.19452603,-37.72727255,98172.998,-0.074382,0.146345,0.635663,2
3.058,0.06543,-0.08252,-0.276855,-1.590908955,2.13355003,-37.23946855,98184.9976,-0.064943,0.147836,0.626089,2
3.068,0.103516,-0.072266,-0.271973,-1.286030955,1.82867203,-36.75166455,98165.0024,-0.070991,0.148181,0.623712,2
3.078,0.075195,-0.087402,-0.272949,-1.773835955,1.09696503,-36.14190755,98135.9985,-0.064007,0.145088,0.634532,2
3.088,0.07666,-0.065918,-0.275391,-1.468957955,1.34086703,-35.65410355,98103.0029,-0.063666,0.145666,0.628564,2
3.098,0.07666,-0.041992,-0.274902,-1.651884955,0.42623303,-35.28825055,98123.999,-0.073758,0.14839,0.626379,2
3.108,-0.000488,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,98071.0022,-0.083896,0.147651,0.629661,2
3.129,0.068359,-0.021973,-0.271484,-1.651884955,-0.73230297,-33.76385955,98066.9983,-0.08688,0.150196,0.636278,2
3.139,0.091797,-0.049316,-0.27002,-1.590908955,-1.09815697,-33.39800355,98078.9978,-0.067281,0.155188,0.640687,2
3.149,0.080566,-0.043457,-0.271484,-1.590908955,-1.09815697,-32.91019955,98041.9983,-0.063048,0.130069,0.619135,2
3.159,0.060547,-0.020508,-0.274414,-1.225055955,-1.22010797,-32.72727255,98050,-0.043148,0.1838,0.584779,2
3.169,0.049316,-0.048828,-0.281738,-1.225055955,-1.40303497,-32.36142055,97947.998,-0.05733,0.127983,0.579417,2
3.179,0.094727,-0.09668,-0.294922,-1.407981955,-2.07376697,-31.87361655,97825,-0.069347,0.148593,0.635447,2
3.189,0.02002,-0.014648,-0.309082,-1.164079955,-1.76888897,-31.32483355,97788.0005,-0.090911,0.175722,0.653523,2
3.199,0.012207,0.069336,-0.310059,-1.407981955,-2.68352297,-30.83702955,97803.9978,-0.050843,0.183578,0.603876,2
3.209,0.08252,-0.036133,-0.30957,-0.554323955,-2.19571797,-30.53215155,97763.0005,-0.071183,0.185218,0.623145,2
3.219,0.043457,-0.088379,-0.304688,-0.737250955,-2.62254697,-29.80044455,97763.0005,-0.080808,0.190307,0.624922,2
3.229,0.041016,0.008789,-0.312012,-0.737250955,-2.86644997,-29.37361455,97734.9976,-0.077251,0.186714,0.626627,2
3.239,0.010742,-0.007812,-0.310059,-0.615298955,-2.92742497,-29.12971255,97730.9998,-0.077604,0.185138,0.63259,2
3.249,0.02832,-0.059082,-0.306641,-0.432372955,-3.04937697,-28.88580955,97751.001,-0.068454,0.187961,0.611681,2
3.259,0.016113,-0.020996,-0.312012,-0.615298955,-3.72010797,-28.58093155,97726.001,-0.081205,0.186055,0.631303,2
3.269,-0.015625,-0.023926,-0.306152,-0.615298955,-3.90303497,-28.39800555,97709.9976,-0.080391,0.185469,0.634333,2
3.279,0.02002,-0.025391,-0.306152,-0.493347955,-4.08596197,-28.27605355,97697.998,-0.085581,0.186891,0.631421,2
3.289,0.036133,-0.009766,-0.306152,-0.371396955,-4.39083997,-27.84922555,97702.002,-0.086958,0.189053,0.62611,2
3.299,0.019043,0.016113,-0.307617,-0.432372955,-4.69571797,-27.36141855,97665.0024,-0.065585,0.179027,0.623761,2
3.309,-0.000977,0.001465,-0.30957,-0.066518955,-4.51279097,-27.11751655,97640.0024,-0.086873,0.184071,0.628182,2
3.319,-0.004395,-0.038086,-0.305664,0.299335045,-3.78108397,-26.99556655,97644.0002,-0.074776,0.186209,0.611323,2
3.329,-0.011719,-0.005859,-0.310059,-0.066518955,-3.84205997,-26.62971255,97603.0029,-0.085103,0.180497,0.628872,2
3.339,-0.024414,-0.01123,-0.307617,0.055432045,-4.32986497,-26.75166455,97607.0007,-0.073281,0.180114,0.616494,2
3.349,-0.006836,-0.070801,-0.306152,0.177383045,-4.63474197,-26.56873655,97586.9995,-0.091177,0.184006,0.622813,2
3.359,-0.04248,-0.061523,-0.307617,0.116408045,-4.87864497,-26.14190755,97566.9983,-0.089482,0.179852,0.631878,2
3.369,-0.053711,-0.041992,-0.306641,0.543237045,-4.69571797,-26.14190755,97571.0022,-0.073444,0.179402,0.622464,2
3.379,-0.054199,-0.062012,-0.304199,0.421286045,-4.51279097,-25.89800555,97566.9983,-0.094442,0.182555,0.625403,2
3.389,-0.061523,-0.076172,-0.306641,0.787140045,-3.96401097,-25.95897955,97538.0005,-0.08992,0.178741,0.629833,2
3.399,-0.089844,-0.047852,-0.305664,0.360310045,-4.02498597,-25.65410355,97541.9983,-0.090288,0.179889,0.631557,2
3.409,-0.078125,-0.068359,-0.306152,0.360310045,-4.20791297,-25.59312755,97541.9983,-0.097002,0.184184,0.627094,2
3.419,-0.095703,-0.058105,-0.305176,0.604213045,-3.59815697,-25.47117555,97509.0027,-0.080606,0.175773,0.625165,2
3.429,-0.075195,-0.063477,-0.305176,0.543237045,-4.26888897,-25.16629655,97509.0027,-0.078147,0.170694,0.617849,2
3.439,-0.083008,-0.070801,-0.303711,0.482261045,-4.02498597,-25.04434655,97484.0027,-0.079291,0.176413,0.615886,2
3.449,-0.081543,-0.046387,-0.304199,0.482261045,-3.59815697,-25.16629655,97467.9993,-0.094727,0.176229,0.62925,2
3.459,-0.000488,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,97447.998,-0.089475,0.178598,0.61727,2
3.48,-0.10498,-0.069336,-0.30127,-0.005542955,-0.54937697,0.321507455,97427.002,-0.085843,0.174627,0.619098,2
3.49,-0.111816,-0.084473,-0.303711,0.116408045,-3.53718097,-25.10532255,97410.9985,-0.082634,0.173985,0.621673,2
3.5,-0.116211,-0.097168,-0.301758,-0.188469955,-3.65913297,-25.16629655,97385.9985,-0.087078,0.17436,0.615934,2
3.51,-0.114746,-0.061523,-0.297852,0.055432045,-2.80547397,-25.28824855,97353.9978,-0.085414,0.169313,0.620312,2
3.52,-0.104492,-0.080078,-0.302734,0.238359045,-2.31766897,-25.28824855,97365.9973,-0.086311,0.171323,0.627392,2
3.53,-0.136719,-0.096191,-0.303711,-0.310420955,-2.50059597,-25.28824855,97365.9973,-0.08994,0.175177,0.614104,2
3.54,-0.121582,-0.049805,-0.298828,-0.127494955,-2.31766897,-25.41019955,97358.0017,-0.103358,0.174474,0.631011,2
3.55,-0.133301,-0.066406,-0.300781,-0.127494955,-1.95181597,-25.41019955,97340.9973,-0.101854,0.172419,0.633675,2
3.57,-0.126953,-0.068359,-0.297852,-0.127494955,-1.52498597,-25.47117555,97291.9983,-0.105239,0.171949,0.631276,2
3.58,-0.115723,-0.064453,-0.29834,-0.310420955,-1.09815697,-25.89800555,97288.0005,-0.105283,0.172587,0.634051,2
3.59,-0.123047,-0.078125,-0.29834,-0.859201955,-1.40303497,-25.83702955,97296.0022,-0.111056,0.176826,0.627385,2
3.6,-0.132812,-0.048828,-0.299805,-0.493347955,-0.97620597,-26.01995555,97276.001,-0.109557,0.173396,0.629426,2
3.61,-0.127441,-0.0625,-0.300781,-0.737250955,-1.03718197,-26.01995555,97275,-0.09054,0.16695,0.621696,2
3.62,-0.100586,-0.073242,-0.299316,-0.493347955,-0.61035197,-26.20288355,97242.9993,-0.111448,0.173171,0.628347,2
3.63,-0.118164,-0.047852,-0.29834,-0.737250955,-0.79327897,-26.01995555,97230.9998,-0.112578,0.174098,0.628148,2
3.64,-0.121582,-0.058594,-0.297852,-0.737250955,-0.30547397,-26.32483355,97214.0015,-0.108177,0.171155,0.630978,2
3.65,-0.105469,-0.07373,-0.296875,-0.554323955,0.06038003,-26.38580955,97209.9976,-0.109956,0.174934,0.634109,2
3.66,-0.119141,-0.061035,-0.292969,-0.371396955,0.36525803,-26.50776155,97189.0015,-0.095209,0.167338,0.616138,2
3.67,-0.123535,-0.046875,-0.297363,-1.042128955,-0.18352297,-26.26385755,97184.9976,-0.107369,0.167441,0.631775,2
3.68,-0.094238,-0.036621,-0.295898,-0.371396955,0.85306203,-26.56873655,97153.0029,-0.112847,0.169004,0.629167,2
3.69,-0.092773,-0.063965,-0.292969,-0.676274955,0.91403803,-26.56873655,97148.999,-0.115893,0.172463,0.630612,2
3.7,-0.099121,-0.044434,-0.292969,-0.981152955,0.36525803,-26.50776155,97135.9985,-0.109056,0.168653,0.633355,2
3.71,-0.082031,-0.04541,-0.291992,-0.554323955,1.15794003,-26.62971255,97095.0012,-0.094755,0.164777,0.619707,2
3.72,-0.113281,-0.056641,-0.289551,-0.737250955,0.85306203,-26.56873655,97095.0012,-0.114738,0.17176,0.625576,2
3.73,-0.077637,-0.050293,-0.291992,-1.042128955,0.85306203,-26.56873655,97091.9983,-0.111671,0.164774,0.63009,2
3.74,-0.091309,-0.043945,-0.292969,-0.615298955,1.27989203,-26.69068855,97090.9973,-0.113354,0.164867,0.632405,2
3.75,-0.087891,-0.057617,-0.288086,-0.676274955,1.40184303,-26.69068855,97066.9983,-0.115289,0.169851,0.625003,2
3.76,-0.100098,-0.037109,-0.289062,-0.798225955,1.46281903,-26.62971255,97063.0005,-0.095211,0.161123,0.620175,2
3.77,-0.105469,-0.060059,-0.287598,-0.920177955,1.15794003,-26.50776155,97050,-0.112838,0.162015,0.627779,2
3.78,-0.057129,-0.092285,-0.289062,-0.798225955,1.46281903,-26.44678555,97017.9993,-0.117845,0.165456,0.631718,2
3.79,-0.04834,-0.07666,-0.288574,-1.042128955,1.46281903,-26.32483355,97034.0027,-0.113333,0.164683,0.633205,2
3.8,-0.067871,-0.039551,-0.28418,-1.103103955,1.40184303,-26.20288355,97001.001,-0.116115,0.163326,0.634016,2
3.81,-0.030762,-0.068848,-0.287109,-1.164079955,1.21891603,-25.89800555,96977.002,-0.101696,0.164034,0.615401,2
3.82,-0.044434,-0.095703,-0.286133,-1.225055955,1.27989203,-25.77605355,96972.998,-0.116931,0.165032,0.630437,2
3.83,-0.047363,-0.053223,-0.282227,-1.103103955,1.82867203,-25.71507755,96952.002,-0.115092,0.162958,0.632614,2
3.84,-0.048828,-0.028809,-0.279785,-1.225055955,1.64574503,-25.53215155,96944.0002,-0.119633,0.165051,0.633104,2
3.85,-0.025391,-0.078613,-0.282227,-1.286030955,1.21891603,-25.28824855,96932.0007,-0.119044,0.16575,0.628804,2
3.86,-0.008789,-0.066406,-0.279785,-1.286030955,1.58477003,-24.98337055,96959.9976,-0.101464,0.158044,0.61667,2
3.87,-0.039551,-0.041504,-0.279785,-1.347006955,1.40184303,-24.86141855,96898.999,-0.117625,0.161766,0.631458,2
3.88,-0.021973,-0.027344,-0.28125,-1.590908955,1.15794003,-24.86141855,96898.999,-0.105067,0.163395,0.617129,2
3.89,0.018066,-0.058105,-0.271973,-1.468957955,1.21891603,-24.61751655,96898.999,-0.117235,0.158131,0.631324,2
3.9,-0.026367,-0.068848,-0.277832,-1.651884955,1.03598903,-24.37361455,96865.9973,-0.119402,0.162276,0.628782,2
3.91,0,1,0.124512,0.970066045,-0.54937697,0.321507455,96836.9995,-0.102107,0.159461,0.61987,2
3.92,0.021973,-0.028809,-0.271484,-1.468957955,0.42623303,-23.76385755,96836.9995,-0.117981,0.157109,0.6318,2
3.93,0.002441,-0.0625,-0.278809,-1.407981955,0.73111103,-23.82483355,96809.0027,-0.119236,0.155311,0.634112,2
3.94,0.045898,-0.029297,-0.271484,-1.529933955,0.30428203,-23.58093155,96828.9978,-0.123241,0.161783,0.630196,2
3.95,0.018066,-0.025879,-0.272461,-1.529933955,0.30428203,-23.15410355,96816.9983,-0.119679,0.16138,0.634195,2
3.96,0.015137,-0.019043,-0.273438,-1.347006955,0.48720903,-22.97117555,96788.0005,-0.103299,0.153606,0.621795,2
3.97,0.034668,-0.010742,-0.268555,-1.103103955,0.48720903,-22.72727255,96767.9993,-0.12085,0.15936,0.630038,2
3.98,0.03125,-0.035645,-0.269531,-1.407981955,-0.48840097,-22.05654055,96759.9976,-0.120912,0.159741,0.630902,2
3.99,0.025391,0.001465,-0.268555,-1.286030955,-0.36644997,-21.99556655,96739.0015,-0.120361,0.157928,0.635461,2
4,0.008789,-0.005371,-0.263672,-1.042128955,-0.24449897,-21.87361455,96739.0015,-0.123564,0.159927,0.62975,2
4.01,0.036133,-0.028809,-0.26709,-1.225055955,30.67013603,0.321507455,96730.9998,-0.107121,0.157815,0.615714,2
4.02,0.008789,0.009277,-0.264648,-1.164079955,-0.97620597,-21.26385755,96702.002,-0.120663,0.152997,0.630997,2
4.03,-0.005859,-0.000488,-0.270508,-0.981152955,-0.91522997,-21.01995555,96684.9976,-0.120939,0.157449,0.633601,2
4.04,0.022461,-0.012695,-0.26416,-0.798225955,-0.54937697,-20.89800555,96680.9998,-0.125615,0.160788,0.632617,2
4.05,0.006348,-0.033691,-0.26416,-0.920177955,-1.22010797,-20.83702955,96660.9985,-0.124221,0.155488,0.633477,2
4.06,0.002441,-0.028809,-0.264648,-0.798225955,-1.28108397,-20.71507755,96680.9998,-0.10935,0.153679,0.614611,2
4.07,0.005859,-0.026367,-0.263184,-0.981152955,-1.70791297,-20.53215155,96640.9973,-0.126658,0.156761,0.627159,2
